Year,OBS_STATUS,UNIT_MULT,REPORTING_TYPE,SERIES,PRODUCT,UNIT_MEASURE,BASE_PER,Value
2000,A,0,G,EN_MAT_DOMCMPC,,T,,13.66576
2001,A,0,G,EN_MAT_DOMCMPC,,T,,13.75163
2002,A,0,G,EN_MAT_DOMCMPC,,T,,13.30561
2003,A,0,G,EN_MAT_DOMCMPC,,T,,13.06867
2004,A,0,G,EN_MAT_DOMCMPC,,T,,13.48239
2005,A,0,G,EN_MAT_DOMCMPC,,T,,13.15461
2006,A,0,G,EN_MAT_DOMCMPC,,T,,12.99372
2007,A,0,G,EN_MAT_DOMCMPC,,T,,12.63189
2008,A,0,G,EN_MAT_DOMCMPC,,T,,11.8959
2009,A,0,G,EN_MAT_DOMCMPC,,T,,10.2246
2010,A,0,G,EN_MAT_DOMCMPC,,T,,9.8744
2011,A,0,G,EN_MAT_DOMCMPC,,T,,9.98363
2012,A,0,G,EN_MAT_DOMCMPC,,T,,9.50886
2013,A,0,G,EN_MAT_DOMCMPC,,T,,9.57251
2014,A,0,G,EN_MAT_DOMCMPC,,T,,10.65636
2015,A,0,G,EN_MAT_DOMCMPC,,T,,10.53961
2016,A,0,G,EN_MAT_DOMCMPC,,T,,10.42176
2017,A,0,G,EN_MAT_DOMCMPC,,T,,10.44107
2018,A,0,G,EN_MAT_DOMCMPC,,T,,10.40221
2019,A,0,G,EN_MAT_DOMCMPC,,T,,10.12325
2000,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,6.16159
2001,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,6.31768
2002,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.95155
2003,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.80218
2004,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,6.03816
2005,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.78878
2006,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.77124
2007,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.75546
2008,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.01479
2009,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,3.962
2010,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,3.71526
2011,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,3.826
2012,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,3.4367
2013,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,3.4002
2014,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,4.66393
2015,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.02546
2016,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.25739
2017,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.22677
2018,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.28728
2019,A,0,G,EN_MAT_DOMCMPC,MF_AGG3A,T,,5.25081
2000,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.29296
2001,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.29013
2002,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.29509
2003,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.28921
2004,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.2803
2005,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.2874
2006,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.29214
2007,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.27287
2008,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.25669
2009,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.23922
2010,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.277
2011,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.34018
2012,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.31833
2013,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.33363
2014,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.29971
2015,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.23574
2016,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.23011
2017,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.1751
2018,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.19595
2019,A,0,G,EN_MAT_DOMCMPC,MF_AGG3B,T,,0.18757
2000,A,0,G,EN_MAT_DOMCMPC,MF1,T,,3.09587
2001,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.91629
2002,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.98074
2003,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.8883
2004,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.91838
2005,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.90933
2006,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.81181
2007,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.70623
2008,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.77472
2009,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.64226
2010,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.5744
2011,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.59919
2012,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.53044
2013,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.68425
2014,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.82396
2015,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.80303
2016,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.68915
2017,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.86145
2018,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.76447
2019,A,0,G,EN_MAT_DOMCMPC,MF1,T,,2.75418
2000,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.9416
2001,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.92947
2002,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.99335
2003,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.91275
2004,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.95693
2005,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.94015
2006,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.91027
2007,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.87922
2008,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.96466
2009,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.91794
2010,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.84462
2011,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.89846
2012,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.83908
2013,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.93968
2014,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.97989
2015,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.9027
2016,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.81583
2017,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.96499
2018,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.88275
2019,A,0,G,EN_MAT_DOMCMPC,MF11,T,,0.86136
2000,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.31923
2001,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.26217
2002,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.31423
2003,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.30288
2004,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.30548
2005,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.29808
2006,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.29106
2007,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.2713
2008,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.32334
2009,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.29015
2010,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.2856
2011,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.29826
2012,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.26842
2013,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.26477
2014,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.31703
2015,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.31963
2016,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.27295
2017,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.28987
2018,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.26443
2019,A,0,G,EN_MAT_DOMCMPC,MF121,T,,0.26435
2000,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.56765
2001,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.45352
2002,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.4147
2003,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.42746
2004,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.42474
2005,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.43196
2006,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.39703
2007,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.34859
2008,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.30697
2009,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.26895
2010,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.26117
2011,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.2385
2012,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.23199
2013,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.22382
2014,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.22363
2015,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.21929
2016,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.22771
2017,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.22522
2018,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.19899
2019,A,0,G,EN_MAT_DOMCMPC,MF122,T,,1.18707
2000,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.25391
2001,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.25686
2002,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.24501
2003,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.23427
2004,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.2207
2005,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.22828
2006,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.20074
2007,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.19712
2008,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.16976
2009,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.15682
2010,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.17728
2011,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.15732
2012,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.18452
2013,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.25018
2014,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.30077
2015,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.35858
2016,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.36752
2017,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.37755
2018,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.4135
2019,A,0,G,EN_MAT_DOMCMPC,MF13,T,,0.43698
2000,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01349
2001,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01426
2002,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01345
2003,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01094
2004,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01052
2005,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01086
2006,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.0127
2007,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.01
2008,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00998
2009,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00841
2010,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00573
2011,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00665
2012,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00643
2013,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.0058
2014,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00264
2015,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00283
2016,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00515
2017,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00381
2018,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00481
2019,A,0,G,EN_MAT_DOMCMPC,MF14,T,,0.00443
2000,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.32152
2001,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.33078
2002,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.33271
2003,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.35016
2004,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.34367
2005,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.33968
2006,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.3552
2007,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.35398
2008,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.29133
2009,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.15525
2010,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.22586
2011,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.21963
2012,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.20461
2013,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.23828
2014,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.23447
2015,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.21837
2016,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.24477
2017,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.22458
2018,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.21951
2019,A,0,G,EN_MAT_DOMCMPC,MF2,T,,0.19423
2000,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.29217
2001,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.29394
2002,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.2799
2003,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.3055
2004,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.29527
2005,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.29176
2006,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.30737
2007,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.31204
2008,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.25335
2009,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.12352
2010,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.18602
2011,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.18098
2012,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.17726
2013,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.2039
2014,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.21947
2015,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.19652
2016,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.2033
2017,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.17047
2018,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.17559
2019,A,0,G,EN_MAT_DOMCMPC,MF21,T,,0.15193
2000,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.02935
2001,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.03683
2002,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.05281
2003,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04465
2004,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.0484
2005,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04792
2006,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04783
2007,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04195
2008,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.03799
2009,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.03173
2010,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.03984
2011,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.03865
2012,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.02735
2013,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.03438
2014,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.015
2015,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.02185
2016,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04147
2017,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.05411
2018,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04392
2019,A,0,G,EN_MAT_DOMCMPC,MF22,T,,0.04229
2000,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.45455
2001,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.60781
2002,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.24664
2003,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.09139
2004,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.31847
2005,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.07618
2006,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.06338
2007,A,0,G,EN_MAT_DOMCMPC,MF3,T,,6.02832
2008,A,0,G,EN_MAT_DOMCMPC,MF3,T,,5.27147
2009,A,0,G,EN_MAT_DOMCMPC,MF3,T,,4.20122
2010,A,0,G,EN_MAT_DOMCMPC,MF3,T,,3.99226
2011,A,0,G,EN_MAT_DOMCMPC,MF3,T,,4.16618
2012,A,0,G,EN_MAT_DOMCMPC,MF3,T,,3.75503
2013,A,0,G,EN_MAT_DOMCMPC,MF3,T,,3.73382
2014,A,0,G,EN_MAT_DOMCMPC,MF3,T,,4.96364
2015,A,0,G,EN_MAT_DOMCMPC,MF3,T,,5.2612
2016,A,0,G,EN_MAT_DOMCMPC,MF3,T,,5.4875
2017,A,0,G,EN_MAT_DOMCMPC,MF3,T,,5.40186
2018,A,0,G,EN_MAT_DOMCMPC,MF3,T,,5.48322
2019,A,0,G,EN_MAT_DOMCMPC,MF3,T,,5.43837
2000,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.79383
2001,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.89676
2002,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.74552
2003,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.73882
2004,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.90187
2005,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.82942
2006,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.76333
2007,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.54335
2008,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.55838
2009,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.22586
2010,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.08188
2011,A,0,G,EN_MAT_DOMCMPC,MF4,T,,2.99863
2012,A,0,G,EN_MAT_DOMCMPC,MF4,T,,3.01878
2013,A,0,G,EN_MAT_DOMCMPC,MF4,T,,2.91615
2014,A,0,G,EN_MAT_DOMCMPC,MF4,T,,2.63429
2015,A,0,G,EN_MAT_DOMCMPC,MF4,T,,2.25701
2016,A,0,G,EN_MAT_DOMCMPC,MF4,T,,2.00034
2017,A,0,G,EN_MAT_DOMCMPC,MF4,T,,1.95318
2018,A,0,G,EN_MAT_DOMCMPC,MF4,T,,1.935
2019,A,0,G,EN_MAT_DOMCMPC,MF4,T,,1.73646
2000,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.04846
2001,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.25426
2002,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.07795
2003,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.10019
2004,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.1085
2005,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.16075
2006,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.23205
2007,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.08752
2008,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.07944
2009,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.957
2010,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.79182
2011,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.87194
2012,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.01752
2013,A,0,G,EN_MAT_DOMCMPC,MF41,T,,1.06043
2014,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.91375
2015,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.53869
2016,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.22648
2017,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.20636
2018,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.21601
2019,A,0,G,EN_MAT_DOMCMPC,MF41,T,,0.14029
2000,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2001,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2002,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2003,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2004,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2005,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2006,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2007,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2008,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2009,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2010,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2011,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2012,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2013,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2014,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2015,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2016,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2017,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2018,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2019,A,0,G,EN_MAT_DOMCMPC,MF413,T,,0.0
2000,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.48861
2001,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.4091
2002,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.4457
2003,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.43301
2004,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.55977
2005,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.48464
2006,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.41112
2007,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.34946
2008,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.34316
2009,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.22931
2010,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.19499
2011,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.19184
2012,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.14822
2013,A,0,G,EN_MAT_DOMCMPC,MF421,T,,1.01767
2014,A,0,G,EN_MAT_DOMCMPC,MF421,T,,0.95836
2015,A,0,G,EN_MAT_DOMCMPC,MF421,T,,0.94418
2016,A,0,G,EN_MAT_DOMCMPC,MF421,T,,0.92579
2017,A,0,G,EN_MAT_DOMCMPC,MF421,T,,0.92145
2018,A,0,G,EN_MAT_DOMCMPC,MF421,T,,0.87405
2019,A,0,G,EN_MAT_DOMCMPC,MF421,T,,0.80716
2000,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.25675
2001,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.23341
2002,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.22186
2003,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.20562
2004,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.23359
2005,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.18404
2006,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.12017
2007,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.10637
2008,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.13577
2009,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.03955
2010,A,0,G,EN_MAT_DOMCMPC,MF422,T,,1.09507
2011,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.93485
2012,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.85304
2013,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.83806
2014,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.76219
2015,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.77414
2016,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.84807
2017,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.82536
2018,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.84494
2019,A,0,G,EN_MAT_DOMCMPC,MF422,T,,0.78902
2000,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.34854
2001,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.34478
2002,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.32778
2003,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.31371
2004,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.31785
2005,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.30438
2006,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.29567
2007,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.28399
2008,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.2711
2009,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.24602
2010,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.23497
2011,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.23623
2012,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.22348
2013,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.22238
2014,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.24199
2015,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.23478
2016,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.22852
2017,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.22562
2018,A,0,G,EN_MAT_DOMCMPG,,KG_PER_CON_USD,2015,0.2225
